Titulo,Artista,Year,Genero,Estado,pais,stilo
Shakira - Ojos Así / The One,Shakira,2003,"['Electronic', 'Pop']",Accepted,Netherlands,"['Latin', 'Tribal House', 'Europop']"
Shakira - Donde Estas Corazon (Remixes),Shakira,1996,['Electronic'],Accepted,US,"['House', 'Latin']"
Shakira - Ciega Sordomuda (Pablo Flores Remix),Shakira,1998,['Electronic'],Accepted,Spain,"['House', 'Euro House']"
"Shakira - Whenever, Wherever",Shakira,2002,['Electronic'],Accepted,US,['House']
Shakira - Un Poco De Amor (Remixes),Shakira,1996,['Electronic'],Accepted,US,['Latin']
Shakira - Waka Waka (Part 3),Shakira,2010,"['Electronic', 'Pop']",Accepted,France,['House']
Shakira - Rabiosa,Shakira,2011,['Electronic'],Accepted,France,['Latin']
Shakira Featuring Wyclef Jean - Hips Don't Lie,Shakira,2006,"['Hip Hop', 'Rock', 'Latin', 'Pop']",Accepted,US,
Shakira - Underneath Your Clothes,Shakira,2002,"['Electronic', 'Pop']",Accepted,Netherlands,"['House', 'Ballad', 'Trance']"
Shakira - Tú,Shakira,1999,['Electronic'],Accepted,US,"['House', 'Latin']"
Beyoncé & Shakira - Beautiful Liar,Beyoncé,2007,"['Electronic', 'Hip Hop', 'Funk / Soul']",Accepted,Europe,"['House', 'Contemporary R&B']"
Shakira - Dare (La La La) ,Shakira,2014,['Electronic'],Accepted,France,['Latin']
Shakira - Waka Waka / Did It Again   Part 2,Shakira,2010,['Electronic'],Accepted,France,['House']
Shakira - Underneath Your Clothes,Shakira,2002,['Electronic'],Accepted,UK,"['Trance', 'House']"
Shakira - Underneath Your Clothes (Lester Mendez & DJ X Remixes),Shakira,2002,['Electronic'],Accepted,US,"['House', 'Drum n Bass']"
Shakira (2) - Let Your Mind Get Free,Shakira (2),1997,['Electronic'],Accepted,Germany,['Trance']
Shakira - Underneath Your Clothes,Shakira,2002,['Electronic'],Accepted,UK,['House']
Shakira - Underneath Your Clothes,Shakira,2002,['Electronic'],Accepted,UK,['House']
Shakira - Peligro,Shakira,1993,"['Latin', 'Pop']",Accepted,Ecuador,
Shakira - Underneath Your Clothes,Shakira,2002,['Electronic'],Accepted,US,['House']
Shakira - Magia,Shakira,1991,['Pop'],Accepted,Colombia,['Latin Pop']
Shakira - Underneath Your Clothes (Thunderpuss Remixes),Shakira,2002,['Electronic'],Accepted,US,['House']
"Shakira - Whenever, Wherever",Shakira,2002,['Electronic'],Accepted,Europe,"['Dance-pop', 'House']"
Conjunto Tierra Roja - La Sombra De Tu Sonrisa/Shakira,Conjunto Tierra Roja,0,['Latin'],Accepted,Peru,"['Cumbia', 'Bolero']"
Shakira - Objection (Tango) Remixes By Eric Kupper ,Shakira,2002,"['Electronic', 'Latin', 'Pop']",Accepted,US,['Latin']
"Shakira - Suerte/Te Aviso, Te Anuncio (Tango)",Shakira,2001,"['Rock', 'Pop']",Accepted,Mexico,"['Pop Rock', 'Vocal']"
Shakira - Eres / Brujeria,Shakira,1993,"['Latin', 'Pop']",Accepted,Colombia,
"Shakira - Objection (Tango) And Te Aviso, Te Anuncio (Tango) (Remixes By Jellybean)",Shakira,2002,['Electronic'],Accepted,Netherlands,"['House', 'Latin']"
"Shakira - Objection (Tango) & Te Aviso, Te Anuncio (Tango) (Jellybean Remixes) ",Shakira,2002,"['Electronic', 'Pop']",Accepted,US,"['House', 'Latin']"
Shakira Feat. Pitbull - Rabiosa (Remixes),Shakira,2011,"['Electronic', 'Hip Hop', 'Latin', 'Pop']",Accepted,US,"['Thug Rap', 'Cut-up/DJ', 'Latin']"
Shakira Feat Rihanna - Can't Remember To Forget You,Shakira,2014,"['Electronic', 'Pop']",Accepted,France,['House']
Shakira - Estoy Aquí (The Remixes),Shakira,1996,"['Electronic', 'Latin', 'Pop']",Accepted,Spain,"['Dance-pop', 'House']"
Shakira - Underneath Your Clothes,Shakira,2002,"['Electronic', 'Pop']",Accepted,Netherlands,"['Vocal', 'Disco']"
Shakira - Estoy Aqui,Shakira,1996,"['Latin', 'Pop']",Accepted,Mexico,['Vocal']
Shakira Featuring Wyclef Jean - Hips Don't Lie,Shakira,2006,"['Hip Hop', 'Latin', 'Pop']",Accepted,US,
Shakira feat. Pitbull - Rabiosa,Shakira,2011,"['Electronic', 'Hip Hop', 'Latin', 'Pop']",Accepted,UK,"['Thug Rap', 'Cut-up/DJ', 'Latin', 'House']"
Shakira Featuring Wyclef Jean - Hips Don't Lie,Shakira,2006,"['Hip Hop', 'Latin', 'Pop']",Accepted,Unknown,['Reggaeton']
Shakira - Laundry Service (Washed And Dried),Shakira,2023,"['Electronic', 'Rock', 'Latin', 'Pop']",Accepted,Mexico,"['House', 'Latin', 'Pop Rock']"
Shakira - Un Poco De Amor (Remixes),Shakira,0,"['Electronic', 'Latin', 'Pop']",Accepted,Unknown,['Vocal']
Shakira Featuring Wyclef Jean - Hips Don't  Lie,Shakira,2006,"['Hip Hop', 'Pop']",Accepted,US,['Pop Rap']
Shakira Feat. Pitbull - Rabiosa (Remixes),Shakira,2011,"['Electronic', 'Hip Hop', 'Latin', 'Pop']",Accepted,US,"['Thug Rap', 'Cut-up/DJ', 'Latin']"
Shakira (2) - Make Your Mind Get Free,Shakira (2),1998,['Electronic'],Accepted,France,['Trance']
Shakira Feat. Dizzee Rascal - Loca,Shakira,0,"['Hip Hop', 'Latin', 'Pop']",Accepted,UK,"['RnB/Swing', 'Reggaeton', 'Merengue']"
Shakira Feat. Pitbull - Rabiosa (The Remixes),Shakira,2011,"['Electronic', 'Hip Hop', 'Latin', 'Pop']",Accepted,US,"['Thug Rap', 'Cut-up/DJ', 'Latin']"
Shakira Feat. Kid Kudi* - Did It Again,Shakira,2010,['Electronic'],Accepted,UK,"['House', 'Breaks', 'Electro', 'Tribal House']"
El Chombo / Shakira - El Gato Volador / Tu,El Chombo,2000,"['Latin', 'Pop']",Accepted,Mexico,"['Reggaeton', 'Ballad']"
Shakira - Me enamore,Shakira,0,"['Hip Hop', 'Latin']",Accepted,UK & Europe,
Beyoncé & Shakira - Beautiful Liar (J & J Soultempo Remix),Beyoncé,2007,['Electronic'],Accepted,Unknown,['House']
Pitbull Feat Shakira - Get It Started,Pitbull,2013,['Electronic'],Accepted,France,"['House', 'Electro House']"
Los Belta 5 - Shakira / Salta - Salta,Los Belta 5,0,"['Rock', 'Latin']",Accepted,Peru,['Cumbia']
Shakira Feat. Dizzee Rascal & El Cata - Loca - Remixes,Shakira,2010,"['Hip Hop', 'Latin', 'Pop']",Accepted,UK,"['RnB/Swing', 'Reggaeton', 'Merengue']"
Shakira - Welcome Orient !!!,Shakira,0,"['Electronic', 'Folk, World, & Country']",Accepted,France,"['House', 'Euro House']"
Pitbull Featuring Shakira - Get It Started (Remixes),Pitbull,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,UK,"['House', 'Euro House', 'Electro', 'Electro House']"
Shakira - Un Poco De Amor / Donde Estas Corazon,Shakira,0,"['Latin', 'Pop']",Accepted,Mexico,
Benny Benassi vs. Madonna / Shakira - Satisfaction In My Music / Whenever,Benny Benassi,0,['Electronic'],Accepted,Unknown,"['House', 'Hardcore']"
Shakira Featuring Carlos Santana - Illegal (Johnny Vicious Mixes),Shakira,2006,['Electronic'],Accepted,US,"['House', 'Garage House']"
House Of Shakira - Radiocarbon,House Of Shakira,2019,['Rock'],Accepted,Italy,['Hard Rock']
Shakira - Best Of Hips Don't Lie Remixes,Shakira,0,"['Hip Hop', 'Rock', 'Latin', 'Funk / Soul', 'Pop']",Accepted,Unknown,['RnB/Swing']
Danzig (2) With Shikira* - Hips Dont Lie,Danzig (2),2011,['Rock'],Accepted,US,['Parody']
Quinton* - No More Lies,Quinton Madlala,1989,"['Funk / Soul', 'Pop', 'Folk, World, & Country']",Accepted,South Africa,"['Boogie', 'Bubblegum', 'Kwaito']"
Hannibal - Zauberstab,Hannibal,1997,['Electronic'],Accepted,Germany,['Trance']
House Of Shakira - LINT XXV,House Of Shakira,2022,['Rock'],Accepted,Italy,['Hard Rock']
Red Fox (2) - As A Matter Of Fox,Red Fox (2),1993,"['Hip Hop', 'Reggae']",Accepted,US,"['Ragga HipHop', 'Dancehall']"
Shakira vs Pacha All Star Remix Team - Las De La Intuición,Shakira,2008,['Electronic'],Accepted,Spain,"['House', 'Electro']"
Shakira vs Pacha All Star Remix Team - Las De La Intuición,Shakira,2008,['Electronic'],Accepted,Spain,"['House', 'Electro']"
Shakira vs Pacha All Star Remix Team - Las De La Intuición,Shakira,2008,['Electronic'],Accepted,Spain,['House']
Shakira vs Pacha All Star Remix Team - Las De La Intuición,Shakira,2008,['Electronic'],Accepted,Spain,"['House', 'Electro']"
Nadz / Shakira (6) / Bam Stepper / Innocent Crew* - Reggae Buss,Nadz,0,"['Reggae', 'Funk / Soul']",Accepted,Jamaica,"['Dancehall', 'Disco', 'Funk']"
"Afganistan Yeye's - No És Que La Fama Ens Hagi Tornat Uns Fills De Puta, Ja Ho Érem Molt Abans",Afganistan Yeye's,2007,['Rock'],Accepted,Spain,"['Hardcore', 'Punk']"
Red Fox (2) - As A Matter Of Fox,Red Fox (2),1993,"['Hip Hop', 'Reggae']",Accepted,US,"['Ragga HipHop', 'Dancehall']"
Pitbull Featuring Shakira - Get It Started (Remixes),Pitbull,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,UK,"['House', 'Euro House', 'Electro', 'Electro House']"
Los Beta 5 - A Todo Ritmo...,Los Beta 5,1972,['Latin'],Accepted,Peru,"['Cumbia', 'Guaracha', 'Psychedelic']"
Los Beta 5 - Los Discos De Oro De...,Los Beta 5,1976,"['Rock', 'Latin']",Accepted,Peru,"['Cumbia', 'Guaracha', 'Bolero']"
The Tubs (2) - Happily Ever Jaded,The Tubs (2),2017,"['Rock', 'Folk, World, & Country']",Accepted,Belgium,"['Garage Rock', 'Country Rock', 'Indie Rock']"
Various - Ear Candy Accapellas Volume One,Various,0,['Electronic'],Accepted,Belgium,['House']
Los Bravos de Barranquilla - Triunfadores Vol. II,Los Bravos de Barranquilla,1982,['Latin'],Accepted,Peru,['Cumbia']
Various - Frankfurt Trax Volume 6 - Return To Zero Part 2,Various,1995,['Electronic'],Accepted,Germany,"['Trance', 'Techno', 'Ambient']"
"Alley Cat (4) / Nadz, Shakira (6), Bam Stepper, Innocent Crew* - Rail Up/Reggae Buss",Alley Cat (4),0,"['Reggae', 'Funk / Soul']",Accepted,Jamaica,
Maná - Cama Incendiada,Maná,2015,"['Rock', 'Latin', 'Pop']",Accepted,US,"['Pop Rock', 'Soft Rock', 'Alternative Rock']"
Amadeus (7) - A Love Song,Amadeus (7),1996,['Electronic'],Accepted,Spain,['Makina']
Alejandro Sanz - Colección Definitiva,Alejandro Sanz,2019,"['Rock', 'Latin', 'Pop']",Accepted,Spain,"['Acoustic', 'Soft Rock', 'Vocal', 'Ballad']"
Los Beta 5 - Siempre Diferentes,Los Beta 5,1973,['Latin'],Accepted,Colombia,"['Cumbia', 'Guaracha']"
Black Eyed Peas - Translation,Black Eyed Peas,2020,"['Hip Hop', 'Latin', 'Pop']",Accepted,Europe,"['Trap', 'Reggaeton']"
Danzkira - Hips Dont Lie ,Danzkira,2012,"['Rock', 'Pop']",Accepted,US,['Parody']
John-Luke Roberts - It Is Better,John-Luke Roberts,2021,['Non-Music'],Accepted,UK,['Comedy']
Various - Ear Candy,Various,0,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Unknown,"['DJ Battle Tool', 'Vocal']"
Michael Giacchino - Music From Zootopia (Original Score),Michael Giacchino,2021,"['Pop', 'Classical', 'Stage & Screen']",Accepted,US,"['Score', 'Theme']"
Various - Selections From Latin Mix USA,Various,1998,"['Electronic', 'Latin']",Accepted,US,['House']
Alejandro Sanz - El Tren De Los Momentos,Alejandro Sanz,2018,"['Rock', 'Latin']",Accepted,Spain,"['Acoustic', 'Soft Rock', 'Latin', 'Pop Rock']"
Unknown Artist - Pick Of The Pops Vol. 7,Unknown Artist,1971,"['Rock', 'Funk / Soul', 'Pop']",Accepted,UK,
Various - This Is Your Machine,Various,2003,['Electronic'],Accepted,UK,"['House', 'Breaks']"
Various - Gasthaus Altgiesinger Temporäres Archiv Der Gegenwart,Various,2016,"['Electronic', 'Rock', 'Reggae', 'Non-Music']",Accepted,Germany,"['Punk', 'New Wave', 'Crust', 'Spoken Word', 'Ska']"
Loversrock - Monster,Loversrock,2014,['Electronic'],Accepted,Germany,"['House', 'Tech House']"
Various - Frankfurt Trax Volume 6 - Return To Zero Part 2,Various,1995,['Electronic'],Accepted,Germany,"['Trance', 'Techno', 'Ambient']"
A+ - All I See,A+,1996,['Hip Hop'],Accepted,US,
Various - Reggaeton Traxx 17,Various,2005,"['Hip Hop', 'Latin']",Accepted,US,['Reggaeton']
A+ - All I See,A+,1996,['Hip Hop'],Accepted,US,
