Titulo,Artista,Year,Genero,Estado,pais,stilo
Rihanna - Music Of The Sun,Rihanna,2005,"['Hip Hop', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,US,"['Contemporary R&B', 'Ragga HipHop', 'Reggae-Pop']"
Rihanna - Rated R,Rihanna,2009,"['Electronic', 'Hip Hop', 'Pop']",Accepted,UK,"['Downtempo', 'Dubstep', 'Contemporary R&B']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Pop']",Accepted,US,"['Trap', 'Contemporary R&B']"
Rihanna - Unapologetic,Rihanna,2022,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['Dubstep', 'Contemporary R&B']"
Rihanna - Loud,Rihanna,2010,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['House', 'Electro', 'Contemporary R&B']"
Rihanna - Music Of The Sun,Rihanna,2005,"['Hip Hop', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,Europe,"['Ragga HipHop', 'Reggae-Pop', 'Dancehall', 'Contemporary R&B']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Pop']",Accepted,Europe,"['Trap', 'Contemporary R&B']"
Rihanna - Rihanna 777 Documentary... 7Countries7Days7Shows,Rihanna,2013,"['Funk / Soul', 'Pop']",Accepted,Poland,['RnB/Swing']
Rihanna - A Girl Like Me,Rihanna,2006,"['Electronic', 'Hip Hop', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,Europe,"['Progressive House', 'Electro', 'Reggae-Pop', 'Ballad', 'Contemporary R&B']"
Rihanna - Rihanna Em Dobro,Rihanna,2015,"['Electronic', 'Pop']",Accepted,Brazil,['Synth-pop']
Rihanna - Talk That Talk,Rihanna,2011,['Pop'],Accepted,Europe,
Rihanna - Good Girl Gone Bad,Rihanna,2022,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['Contemporary R&B', 'Ballad']"
Rihanna - Talk That Talk,Rihanna,2023,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['Electro House', 'Contemporary R&B']"
Rihanna - Good Girl Gone Bad: Reloaded,Rihanna,2008,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,Europe,"['Contemporary R&B', 'Dance-pop', 'Europop']"
Rihanna - Don't Stop The Music,Rihanna,2007,"['Electronic', 'Pop']",Accepted,Italy,['House']
Rihanna - Loud,Rihanna,2023,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,['Contemporary R&B']
Rihanna - Talk That Talk,Rihanna,2021,"['Electronic', 'Hip Hop', 'Pop']",Accepted,US,"['Electro House', 'Contemporary R&B']"
Rihanna - Anti,Rihanna,2016,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Europe,"['Trap', 'Contemporary R&B']"
Rihanna - Music Of The Sun,Rihanna,2017,"['Hip Hop', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,US,"['Contemporary R&B', 'Ragga HipHop', 'Reggae-Pop']"
Rihanna - A Girl Like Me,Rihanna,2017,"['Electronic', 'Hip Hop', 'Reggae', 'Pop']",Accepted,Europe,"['Progressive House', 'Electro', 'Reggae-Pop', 'Ballad', 'Contemporary R&B']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Pop']",Accepted,US,"['Contemporary R&B', 'Soul']"
Rihanna - Good Girl Gone Bad,Rihanna,2021,"['Hip Hop', 'Rock', 'Funk / Soul', 'Pop']",Accepted,US,
Rihanna - Good Girl Gone Bad,Rihanna,2023,"['Hip Hop', 'Rock', 'Funk / Soul', 'Pop']",Accepted,US,
Rihanna - Good Girl Gone Bad: Reloaded,Rihanna,2008,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['Pop Rap', 'Synth-pop', 'Contemporary R&B']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Pop']",Accepted,Germany,"['Trap', 'RnB/Swing', 'Contemporary R&B']"
Rihanna - Loud,Rihanna,2011,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,Europe,['Contemporary R&B']
Rihanna - Unapologetic,Rihanna,2021,"['Electronic', 'Hip Hop', 'Pop']",Accepted,US,"['Dubstep', 'Contemporary R&B']"
Rihanna - Good Girl Gone Bad,Rihanna,2008,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,UK,"['Ballad', 'Dance-pop', 'Europop', 'Contemporary R&B']"
DJ Chuck T - Rihanna & Chris Brown - Lovers Lane,DJ Chuck T,2011,['Hip Hop'],Accepted,US,
Rihanna - Pon De Replay,Rihanna,2005,"['Electronic', 'Hip Hop']",Accepted,US,"['RnB/Swing', 'Ragga HipHop']"
Rihanna - Unapologetic,Rihanna,2012,"['Electronic', 'Funk / Soul', 'Pop']",Accepted,Europe,"['Synth-pop', 'Dubstep', 'Contemporary R&B']"
Rihanna - Music Of The Sun,Rihanna,2017,"['Hip Hop', 'Reggae', 'Pop']",Accepted,Europe,"['RnB/Swing', 'Ragga HipHop', 'Reggae-Pop']"
Rihanna - Rated R,Rihanna,2021,"['Hip Hop', 'Pop']",Accepted,US,
Rihanna - A Girl Like Me,Rihanna,2006,"['Electronic', 'Hip Hop', 'Reggae', 'Funk / Soul']",Accepted,UK,"['House', 'Electro', 'Reggae-Pop', 'Contemporary R&B']"
Rihanna - SOS,Rihanna,2006,['Electronic'],Accepted,Europe,['House']
Rihanna - Pon De Replay,Rihanna,2005,"['Electronic', 'Hip Hop']",Accepted,Europe,"['RnB/Swing', 'Ragga HipHop']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Reggae']",Accepted,Europe,"['Dancehall', 'Neo Soul', 'Contemporary R&B']"
Rihanna - Unapologetic,Rihanna,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,US,"['Dubstep', 'Contemporary R&B']"
Rihanna - Talk That Talk,Rihanna,2011,"['Electronic', 'Hip Hop', 'Pop']",Accepted,UK & Europe,"['Synth-pop', 'Vocal', 'Downtempo', 'Contemporary R&B']"
Rihanna - Unapologetic,Rihanna,2012,"['Electronic', 'Pop']",Accepted,UK & Europe,['Synth-pop']
Rihanna - Unapologetic,Rihanna,2023,"['Electronic', 'Hip Hop', 'Pop']",Accepted,USA & Canada,['Dubstep']
Rihanna - SOS,Rihanna,2006,"['Electronic', 'Hip Hop']",Accepted,US,"['RnB/Swing', 'House']"
Rihanna - Rated R,Rihanna,2009,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['Contemporary R&B', 'Pop Rap']"
Rihanna - Anti,Rihanna,2023,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['Contemporary R&B', 'Soul']"
Rihanna - Rated R,Rihanna,2023,"['Electronic', 'Pop']",Accepted,US,"['Dubstep', 'Pop Rock', 'Contemporary R&B']"
Rihanna - Good Girl Gone Bad,Rihanna,2007,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,UK,"['Ballad', 'Dance-pop', 'Europop', 'Contemporary R&B']"
Rihanna - Rated R,Rihanna,2009,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,Europe,"['Downtempo', 'Contemporary R&B', 'Electro', 'Synth-pop']"
Rihanna - Music Of The Sun,Rihanna,2005,"['Hip Hop', 'Reggae']",Accepted,US,"['Ragga HipHop', 'Reggae-Pop', 'Contemporary R&B']"
Rihanna - Good Girl Gone Bad Reloaded,Rihanna,2008,"['Electronic', 'Hip Hop', 'Pop']",Accepted,UK,"['RnB/Swing', 'Ballad', 'Dance-pop', 'Europop']"
Rihanna - Only Girl,Rihanna,2011,['Electronic'],Accepted,France,"['House', 'Hip Hop']"
Rihanna - S&M,Rihanna,2011,"['Electronic', 'Hip Hop', 'Pop']",Accepted,France,"['RnB/Swing', 'Euro House']"
Rihanna - Good Girl Gone Bad Reloaded,Rihanna,2008,"['Electronic', 'Hip Hop', 'Pop']",Accepted,UK,"['RnB/Swing', 'Ballad', 'Dance-pop', 'Europop']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Reggae', 'Funk / Soul']",Accepted,Europe,"['Dancehall', 'Neo Soul', 'Contemporary R&B']"
Rihanna - We Found Love (Part 1),Rihanna,2012,"['Electronic', 'Pop']",Accepted,France,['House']
Rihanna - Good Girl Gone Bad,Rihanna,2007,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['RnB/Swing', 'Contemporary R&B', 'Dance-pop', 'Europop']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Pop']",Accepted,Europe,"['Contemporary R&B', 'Soul']"
Rihanna - A Girl Like Me,Rihanna,2023,"['Electronic', 'Hip Hop', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,US,"['Contemporary R&B', 'House', 'Reggae-Pop']"
Rihanna - Music Of The Sun,Rihanna,2005,"['Hip Hop', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,UK,"['Ragga HipHop', 'Reggae-Pop', 'Ballad', 'Contemporary R&B']"
Rihanna - S.O.S.,Rihanna,2006,"['Electronic', 'Hip Hop']",Accepted,US,['RnB/Swing']
Rihanna - Music Of The Sun,Rihanna,2023,"['Reggae', 'Pop']",Accepted,US,
Rihanna - Pon De Replay (Remix),Rihanna,2005,"['Hip Hop', 'Reggae']",Accepted,US,"['RnB/Swing', 'Dancehall']"
Rihanna - Rihanna 777 Documentary... 7Countries7Days7Shows,Rihanna,2013,"['Funk / Soul', 'Pop']",Accepted,Russia,['RnB/Swing']
Rihanna - A Girl Like Me,Rihanna,2021,['Pop'],Accepted,US,
Rihanna - Unapologetic,Rihanna,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,UK,"['Synth-pop', 'Trap']"
Rihanna - Good Girl Gone Bad: The Remixes,Rihanna,2009,"['Electronic', 'Hip Hop', 'Funk / Soul']",Accepted,US,"['House', 'Contemporary R&B']"
Rihanna - Rated R,Rihanna,0,"['Electronic', 'Pop']",Accepted,Europe,"['Downtempo', 'Synth-pop']"
Rihanna - Pon De Replay,Rihanna,2005,['Hip Hop'],Accepted,Europe,['RnB/Swing']
Rihanna - Good Girl Gone Bad,Rihanna,2008,"['Hip Hop', 'Pop']",Accepted,UK,"['RnB/Swing', 'Ballad', 'Dance-pop', 'Europop']"
Rihanna - Disturbia,Rihanna,2008,['Funk / Soul'],Accepted,US,['Contemporary R&B']
Rihanna - Diamonds - Remixes,Rihanna,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,France,"['House', 'Electro House', 'RnB/Swing', 'Moombahton']"
Rihanna - We Found Love (Part 2),Rihanna,2012,['Electronic'],Accepted,France,"['House', 'Electro', 'Tech House']"
Rihanna - Loud,Rihanna,2010,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['House', 'Electro', 'Contemporary R&B']"
Rihanna - Carnival Mixtape,Rihanna,0,"['Hip Hop', 'Reggae']",Accepted,Unknown,
Rihanna - Talk That Talk,Rihanna,2011,"['Electronic', 'Hip Hop', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,US,"['Europop', 'Dubstep', 'Ballad', 'Electro', 'Contemporary R&B']"
Rihanna - Music Of The Sun,Rihanna,2021,"['Reggae', 'Pop']",Accepted,US,
Rihanna - Shut Up And Drive,Rihanna,2007,"['Electronic', 'Rock', 'Pop']",Accepted,Europe,"['Electro', 'Pop Rock']"
The Wanted (5) - Walks Like Rihanna,The Wanted (5),2013,['Pop'],Accepted,UK,
Rihanna - Loud,Rihanna,2022,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,Europe,['Contemporary R&B']
Rihanna - Unapologetic,Rihanna,2012,"['Electronic', 'Reggae', 'Funk / Soul', 'Pop']",Accepted,US,"['Vocal', 'Contemporary R&B', 'Dubstep', 'RnB/Swing']"
Rihanna - Good Girl Gone Bad: Reloaded,Rihanna,2008,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,"['Pop Rap', 'Synth-pop', 'RnB/Swing', 'Contemporary R&B', 'Dance-pop']"
Rihanna - Music Of The Sun,Rihanna,2006,['Hip Hop'],Accepted,Japan,
Rihanna - Loud,Rihanna,2010,"['Hip Hop', 'Pop']",Accepted,US,['RnB/Swing']
Rihanna - A Girl Like Me,Rihanna,2006,"['Hip Hop', 'Reggae', 'Pop']",Accepted,US,"['Contemporary R&B', 'Reggae-Pop']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Reggae', 'Pop']",Accepted,Brazil,"['RnB/Swing', 'Dancehall', 'Contemporary R&B']"
Rihanna - Diamonds - Remixes,Rihanna,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,France,['Vocal']
Rihanna - Take A Bow,Rihanna,2008,"['Electronic', 'Pop']",Accepted,Germany,['House']
Rihanna - Don't Stop The Music,Rihanna,2007,['Electronic'],Accepted,UK,"['House', 'Electro']"
Rihanna - Unapologetic Diamonds Executive Platinum Box Set,Rihanna,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,US,"['RnB/Swing', 'Synth-pop']"
Rihanna - Rude Boy,Rihanna,2010,"['Electronic', 'Hip Hop']",Accepted,France,"['RnB/Swing', 'House']"
Rihanna - Rated R,Rihanna,2009,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,Europe,['Contemporary R&B']
Rihanna - Good Girl Gone Bad: Reloaded,Rihanna,2008,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Europe,"['RnB/Swing', 'Contemporary R&B', 'Dance-pop', 'Europop']"
Rihanna - Only Girl (In The World) (The Remixes),Rihanna,2010,"['Electronic', 'Pop']",Accepted,UK,"['House', 'Vocal', 'Electro House']"
Rihanna - Disturbia,Rihanna,2008,['Electronic'],Accepted,Italy,"['House', 'Electro House']"
Rihanna - Rated R,Rihanna,2009,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Brazil,"['RnB/Swing', 'Dubstep']"
Rihanna - A Girl Like Me,Rihanna,2006,"['Electronic', 'Hip Hop', 'Reggae']",Accepted,Europe,"['RnB/Swing', 'House', 'Electro', 'Reggae-Pop']"
Rihanna - Only Girl,Rihanna,2010,"['Electronic', 'Funk / Soul', 'Pop']",Accepted,US,"['Dance-pop', 'Electro House', 'Contemporary R&B']"
Rihanna - Diamonds,Rihanna,2012,"['Electronic', 'Pop']",Accepted,"Germany, Austria, & Switzerland","['Vocal', 'Electro']"
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Pop']",Accepted,US,"['Trap', 'Contemporary R&B']"
Rihanna - Loud,Rihanna,2010,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,Europe,['Contemporary R&B']
Rihanna - Don't Stop The Music,Rihanna,2007,"['Electronic', 'Funk / Soul']",Accepted,Germany,"['Contemporary R&B', 'Dance-pop', 'House']"
Rihanna - SOS,Rihanna,2006,"['Electronic', 'Hip Hop']",Accepted,Europe,"['RnB/Swing', 'Synth-pop']"
Rihanna - Rihanna 777 Documentary... 7Countries7Days7Shows,Rihanna,2013,"['Funk / Soul', 'Pop']",Accepted,Argentina,['RnB/Swing']
Rihanna - What's My Name,Rihanna,2011,['Hip Hop'],Accepted,US,
Rihanna - Pon De Replay,Rihanna,2005,"['Hip Hop', 'Reggae']",Accepted,US,"['RnB/Swing', 'Ragga HipHop']"
Rihanna - Good Girl Gone Bad: Reloaded,Rihanna,2008,"['Hip Hop', 'Pop']",Accepted,US,"['RnB/Swing', 'Ballad', 'Dance-pop', 'Europop']"
Rihanna - Good Girl Gone Bad,Rihanna,2007,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Canada,"['RnB/Swing', 'Dance-pop', 'Europop', 'Ballad']"
Rihanna - Rated R,Rihanna,2009,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Brazil,"['RnB/Swing', 'Dubstep']"
Rihanna - Good Girl Gone Bad: The Remixes,Rihanna,2009,"['Electronic', 'Pop']",Accepted,Europe,"['Dance-pop', 'Breaks', 'Progressive House', 'Tribal House', 'Garage House']"
Rihanna - If It's Lovin' That You Want,Rihanna,2005,"['Hip Hop', 'Pop']",Accepted,US,['Ragga HipHop']
Rihanna - Love On The Brain,Rihanna,2017,"['Electronic', 'Funk / Soul']",Accepted,"Germany, Austria, & Switzerland","['Soul', 'Contemporary R&B', 'Downtempo', 'Trap']"
Rihanna - Loud,Rihanna,2010,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,UK,"['House', 'Electro', 'Contemporary R&B']"
Rihanna - Good Girl Gone Bad,Rihanna,2008,['Pop'],Accepted,Australasia,
Rihanna - Rated R /// Remixed,Rihanna,2010,"['Electronic', 'Pop']",Accepted,Europe,"['Dance-pop', 'Breaks', 'Electro House', 'Tech House', 'Dubstep']"
Rihanna - Don't Stop The Music (Remixes),Rihanna,2007,['Electronic'],Accepted,Europe,"['Progressive House', 'House', 'Garage House']"
Rihanna - Good Girl Gone Bad: Reloaded,Rihanna,2008,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Europe,"['RnB/Swing', 'Ballad', 'Dance-pop', 'Europop']"
Rihanna - Bitch Better Have My Money,Rihanna,2016,"['Electronic', 'Hip Hop', 'Pop']",Accepted,France,"['House', 'Electro House', 'RnB/Swing', 'Trap']"
Rihanna - Loud,Rihanna,2010,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,Brazil,['Contemporary R&B']
Rihanna - Rude Boy (Remixes),Rihanna,2010,"['Electronic', 'Hip Hop']",Accepted,US,"['RnB/Swing', 'House', 'Electro House']"
Rihanna - Anti,Rihanna,2016,['Pop'],Accepted,US,
Rihanna - Shut Up And Drive,Rihanna,2007,"['Electronic', 'Rock', 'Pop']",Accepted,Europe,"['House', 'Pop Rock']"
Rihanna - SOS,Rihanna,2006,"['Electronic', 'Funk / Soul']",Accepted,UK,"['Dance-pop', 'Contemporary R&B', 'House']"
Rihanna - Umbrella,Rihanna,2007,"['Hip Hop', 'Pop']",Accepted,Europe,
Rihanna - Anti,Rihanna,2016,"['Hip Hop', 'Pop']",Accepted,Australia,"['Trap', 'Contemporary R&B']"
Rihanna - Loud,Rihanna,2010,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,['Contemporary R&B']
Rihanna - Diamonds - Remixes,Rihanna,2012,"['Electronic', 'Hip Hop', 'Pop']",Accepted,France,['Vocal']
Rihanna - Good Girl Gone Bad,Rihanna,2007,"['Hip Hop', 'Pop']",Accepted,Australia,"['RnB/Swing', 'Europop', 'Ballad']"
Rihanna - S&M Remixes,Rihanna,2011,['Electronic'],Accepted,Unknown,['House']
Rihanna - Good Girl Gone Bad,Rihanna,2007,"['Electronic', 'Hip Hop', 'Pop']",Accepted,Europe,"['RnB/Swing', 'Europop', 'Ballad', 'House', 'Dance-pop']"
Rihanna - A Girl Like Me,Rihanna,2016,"['Electronic', 'Hip Hop', 'Reggae']",Accepted,Brazil,"['RnB/Swing', 'House', 'Electro', 'Reggae-Pop']"
Rihanna - A Girl Like Me,Rihanna,0,"['Electronic', 'Hip Hop', 'Reggae', 'Funk / Soul']",Accepted,Europe,"['House', 'Electro', 'Reggae-Pop', 'Contemporary R&B']"
Rihanna - Pon De Replay (Remix),Rihanna,2005,"['Hip Hop', 'Reggae']",Accepted,US,"['RnB/Swing', 'Dancehall']"
Rihanna - Pon De Replay,Rihanna,2005,"['Electronic', 'Funk / Soul']",Accepted,Europe,"['Contemporary R&B', 'House', 'Tribal House']"
Rihanna - Only Girl (In The World),Rihanna,2010,"['Electronic', 'Pop']",Accepted,"Germany, Austria, & Switzerland","['Dance-pop', 'Electro House']"
Rihanna - Unfaithful,Rihanna,2006,"['Electronic', 'Hip Hop']",Accepted,UK,"['RnB/Swing', 'House']"
Rihanna - Talk That Talk,Rihanna,2011,"['Electronic', 'Hip Hop', 'Funk / Soul', 'Pop']",Accepted,UK & Europe,"['Contemporary R&B', 'Dance-pop']"
Rihanna - A Girl Like Me,Rihanna,2006,"['Electronic', 'Hip Hop', 'Reggae', 'Pop']",Accepted,Europe,"['Contemporary R&B', 'Progressive House', 'Reggae-Pop', 'Pop Rap', 'Electro', 'Ballad']"
Rihanna - Rated R,Rihanna,2009,"['Electronic', 'Pop']",Accepted,US,"['Downtempo', 'Synth-pop']"
The Wanted (5) - Walks Like Rihanna,The Wanted (5),2013,['Pop'],Accepted,UK,['Bubblegum']
