Titulo,Artista,Year,Genero,Estado,pais,stilo
Die Schock-Kings - Das War Die Lady Chatterley / Adele,Die Schock-Kings,1962,['Pop'],Accepted,Germany,"['Chanson', 'Schlager']"
Adele (3) - Rolling In The Deep,Adele (3),2011,"['Electronic', 'Funk / Soul', 'Pop']",Accepted,US,"['Dub', 'IDM', 'Downtempo', 'Future Jazz']"
Die Original Kreuzfidelen Weststeirer - Adele,Die Original Kreuzfidelen Weststeirer,0,['Pop'],Accepted,Unknown,['Schlager']
"Luise Helletsgruber, Adele Kern - Luise Helletsgruber / Adele Kern",Luise Helletsgruber,0,['Classical'],Accepted,Austria,['Opera']
Soeur Sourire - Dominique / Soeur Adele,Soeur Sourire,1962,"['Rock', 'Pop', 'Folk, World, & Country']",Accepted,France,"['Folk Rock', 'Acoustic', 'Vocal']"
Adele (3) - 19,Adele (3),0,"['Funk / Soul', 'Pop']",Accepted,US,"['Ballad', 'Neo Soul']"
Adele (3) - 21,Adele (3),2011,"['Funk / Soul', 'Blues', 'Pop']",Accepted,US,"['Acoustic', 'Piano Blues', 'Neo Soul']"
Adele (3) - Cold Shoulder,Adele (3),2008,"['Funk / Soul', 'Pop']",Accepted,UK,['Soul']
Tito Rodriguez And His Orchestra* - Adele / El Baion,Tito Rodriguez & His Orchestra,1953,['Latin'],Accepted,US,['Mambo']
Adele (3) - Hometown Glory,Adele (3),2008,"['Funk / Soul', 'Pop']",Accepted,UK,['Soul']
Adele (3) - Set Fire To The Rain (Remixes),Adele (3),2012,['Electronic'],Accepted,UK,['House']
Adele (3) - Cold Shoulder (Remixes),Adele (3),2008,"['Electronic', 'Pop']",Accepted,UK,"['House', 'Dubstep', 'Synth-pop', 'Acid House']"
Adele Sebastian - Desert Fairy Princess,Adele Sebastian,1981,['Jazz'],Accepted,US,
Adele (3) - Someone Like You (Remixes),Adele (3),2012,['Electronic'],Accepted,UK,"['House', 'Deep House', 'Dubstep', 'Euro House']"
Tito Puente And His Orchestra - Adele,Tito Puente And His Orchestra,0,['Latin'],Accepted,France,"['Mambo', 'Cha-Cha']"
Kale-Roger - Photo Na Yo / Adele Oye Baka,Kale-Roger,0,"['Jazz', 'Folk, World, & Country']",Accepted,Belgium,['African']
Adele (3) - Big Hits At Glastonbury,Adele (3),2016,"['Funk / Soul', 'Pop']",Accepted,UK,"['Neo Soul', 'Ballad']"
Adele (3) - 30,Adele (3),2021,"['Funk / Soul', 'Blues', 'Pop']",Accepted,Europe,"['Ballad', 'Neo Soul', 'Piano Blues']"
Henri Salvador - As-Tu Vu Adèle? / Qu'ech Que Ch'est Qu'cha,Henri Salvador,1956,['Pop'],Accepted,France,['Chanson']
"Kollektief Internationale Nieuwe Scene, Mannen Van Den Dam - Het Spel Van Angèle En Adèle",Kollektief Internationale Nieuwe Scene,1976,"['Folk, World, & Country', 'Stage & Screen']",Accepted,Belgium,['Political']
Austin Pitre And Evangeline Playboys* - Two Step A Tante Adele / Mamou Blues,Austin Pitre & The Evangeline Playboys,1960,"['Folk, World, & Country']",Accepted,US,['Cajun']
Adele (3) - Someone Like You (Remixes),Adele (3),2012,['Electronic'],Accepted,UK,"['House', 'Deep House', 'Dubstep', 'Euro House']"
Pierre Perret (2) - Moi J'attends Adèle,Pierre Perret (2),1975,['Pop'],Accepted,France,"['Chanson', 'Vocal']"
Marino Marini Ed Il Suo Quartetto - Sweet And Gentle (Adele),Marino Marini Ed Il Suo Quartetto,1956,['Latin'],Accepted,Italy,['Cha-Cha']
Adele (3) - Rumour Has It (Remixes),Adele (3),2012,"['Electronic', 'Pop']",Accepted,UK,"['House', 'Deep House', 'Euro House']"
Adele (3) - Rolling In The Deep,Adele (3),2011,"['Electronic', 'Pop']",Accepted,UK,"['House', 'Vocal', 'Ballad']"
Adele (3) - 30,Adele (3),2021,"['Funk / Soul', 'Blues', 'Pop']",Accepted,US,"['Ballad', 'Neo Soul', 'Piano Blues']"
Adele Sebastian - Desert Fairy Princess,Adele Sebastian,2019,['Jazz'],Accepted,UK,
Adele (3) - Hometown Glory,Adele (3),2008,['Jazz'],Accepted,US,['Soul-Jazz']
Adele (3) - Set Fire To The Rain (Part 1),Adele (3),2012,"['Electronic', 'Pop']",Accepted,France,['House']
Adele Kern - Adele Kern (Eine Zusammenstellung Berühmter Repertoirestücke In Der Jeweiligen Aufnahmetechnik Ihrer Entstehungszeit),Adele Kern,1959,['Classical'],Accepted,Germany,['Opera']
Adele (3) - Hometown Glory (High Contrast Remixes),Adele (3),2008,['Electronic'],Accepted,UK,['Drum n Bass']
Adele (3) - Skyfall,Adele (3),2012,['Stage & Screen'],Accepted,US,['Soundtrack']
Adele (3) - 30,Adele (3),2021,['Pop'],Accepted,Japan,"['Ballad', 'Vocal']"
Adele (3) - Skyfall - Remixes Part 2,Adele (3),2013,"['Electronic', 'Pop', 'Stage & Screen']",Accepted,France,"['Progressive House', 'Ballad', 'Soundtrack']"
Adele Bertei - Build Me A Bridge,Adele Bertei,1983,"['Electronic', 'Funk / Soul']",Accepted,US,"['Synth-pop', 'Boogie']"
Adele (3) - At The BBC,Adele (3),2016,"['Jazz', 'Funk / Soul', 'Blues', 'Pop']",Accepted,UK,"['Smooth Jazz', 'Soul-Jazz', 'Rhythm & Blues']"
Adele Sebastian - Desert Fairy Princess,Adele Sebastian,2016,['Jazz'],Accepted,Europe,
Adele (3) - Someone Like You (Part 1),Adele (3),2012,['Electronic'],Accepted,France,['House']
Adele (3) - 19,Adele (3),0,"['Jazz', 'Funk / Soul', 'Blues', 'Pop']",Accepted,Unknown,"['Soul-Jazz', 'Acoustic', 'Piano Blues', 'Neo Soul']"
Kayak - Royal Bed Bouncer,Kayak,1975,['Rock'],Accepted,US,['Prog Rock']
Adèle - J’ai Peur Parfois,Adèle,1966,"['Rock', 'Pop']",Accepted,France,"['Chanson', 'Garage Rock', 'Folk Rock']"
Adele (3) - Rolling In The Deep (Part 1),Adele (3),2012,['Electronic'],Accepted,France,['House']
Adele (3) - Live Concert,Adele (3),2019,['Pop'],Accepted,Argentina,
Adele (3) - Skyfall – Part 1,Adele (3),2013,"['Electronic', 'Pop', 'Stage & Screen']",Accepted,France,"['Progressive House', 'Ballad', 'Soundtrack']"
Adele (3) - 30,Adele (3),2021,"['Jazz', 'Funk / Soul', 'Blues', 'Pop']",Accepted,Japan,"['Soul-Jazz', 'Neo Soul', 'Ballad', 'Piano Blues', 'Contemporary R&B']"
Tito Puente And His Orchestra - Adele,Tito Puente And His Orchestra,0,['Latin'],Accepted,France,"['Mambo', 'Cha-Cha']"
Adele Sebastian - Desert Fairy Princess,Adele Sebastian,2016,['Jazz'],Accepted,US,['Soul-Jazz']
Adele (3) - 19,Adele (3),2018,"['Funk / Soul', 'Pop']",Accepted,US,"['Ballad', 'Neo Soul']"
Adele (3) - Rumour Has It (Remixes),Adele (3),2012,"['Electronic', 'Pop']",Accepted,UK,"['House', 'Deep House', 'Euro House']"
Adele (3) - Set Fire To The Rain (Part 2),Adele (3),2012,['Electronic'],Accepted,France,"['Trance', 'House']"
Mick Boogie vs Adele (3) - 1988,Mick Boogie,2009,"['Hip Hop', 'Funk / Soul', 'Pop']",Accepted,US,
Adele Sebastian - Desert Fairy Princess,Adele Sebastian,2016,['Jazz'],Accepted,US,
Adele (3) - Rolling In The Deep (Part 2),Adele (3),2012,['Electronic'],Accepted,France,"['House', 'Trance']"
Joe Marsala And His Orchestra - Joe Marsala And His Orchestra featuring Adele Girard,Joe Marsala And His Orchestra,1976,['Jazz'],Accepted,US,['Swing']
Adele (3) - 30,Adele (3),2021,"['Jazz', 'Funk / Soul', 'Blues', 'Pop']",Accepted,Japan,"['Soul-Jazz', 'Neo Soul', 'Ballad', 'Piano Blues', 'Contemporary R&B']"
Adele* - Pick On Me,Adele Holness,1990,['Funk / Soul'],Accepted,UK,['UK Street Soul']
Adele* - All Be Free,Adele Holness,1991,['Electronic'],Accepted,UK,['House']
Marino Marini Et Son Quartette* - As-tu Vu Adele ,Marino Marini Ed Il Suo Quartetto,0,['Classical'],Accepted,Unknown,
Madelaine (4) - Sister Adele Dominique And Ten Other Songs,Madelaine (4),1963,"['Folk, World, & Country']",Accepted,US,['Folk']
Adele Bertei - Build Me A Bridge,Adele Bertei,1983,['Electronic'],Accepted,UK,['Disco']
Indians In Moscow - Naughty Miranda,Indians In Moscow,1983,['Electronic'],Accepted,UK,['Synth-pop']
Adele* - Je Ne Veux Plus D’accordéon / J’ai Peur Parfois ,Adèle,1966,"['Rock', 'Pop']",Accepted,France,"['Chanson', 'Garage Rock', 'Folk Rock']"
Madeleine Peyroux - You're Gonna Make Me Lonesome When You Go,Madeleine Peyroux,0,['Jazz'],Accepted,Germany,
Adele Sebastian - Desert Fairy Princess,Adele Sebastian,2016,['Jazz'],Accepted,US,"['Soul-Jazz', 'Free Jazz']"
Adele (3) - Hometown Glory,Adele (3),0,['Jazz'],Accepted,US,['Soul-Jazz']
Adele* - Pick On Me,Adele Holness,1990,['Funk / Soul'],Accepted,UK,"['RnB/Swing', 'Soul', 'UK Street Soul']"
Rick James - Fire It Up,Rick James,1979,['Funk / Soul'],Accepted,US,"['Funk', 'Disco']"
Kommissar Hjuler Und Frau - Adele Stevens,Kommissar Hjuler Und Frau,2023,['Non-Music'],Accepted,Germany,['Sound Art']
Adele Bertei - Zami Girl,Adele Bertei,1994,['Electronic'],Accepted,US,"['House', 'Tribal House']"
Adele (3) - At The BBC,Adele (3),2016,"['Jazz', 'Funk / Soul', 'Blues', 'Pop']",Accepted,UK,"['Smooth Jazz', 'Soul-Jazz', 'Rhythm & Blues']"
Adèle - J’ai Peur Parfois,Adèle,1966,"['Rock', 'Pop']",Accepted,France,"['Chanson', 'Garage Rock', 'Folk Rock']"
Adele (3) - 25,Adele (3),0,"['Funk / Soul', 'Blues', 'Pop']",Accepted,Australia,"['Ballad', 'Neo Soul', 'Piano Blues']"
Adele Bertei - Build Me A Bridge,Adele Bertei,1983,['Electronic'],Accepted,Europe,['Disco']
Die Schock-Kings - Das War Die Lady Chatterley / Adele,Die Schock-Kings,0,['Pop'],Accepted,Netherlands,"['Chanson', 'Schlager']"
Jacoby & Schorsch - Adele Ade,Jacoby & Schorsch,1982,"['Pop', 'Folk, World, & Country']",Accepted,Germany,"['Schlager', 'Folk']"
Adele (3) - Best Live Festival Glastonbury 2019,Adele (3),2019,['Pop'],Accepted,Argentina,
Adele (3) - Hometown Glory (Karl G Remix),Adele (3),2008,['Electronic'],Accepted,UK,['Progressive Trance']
Adèle Bloemendaal - Lena Is Weer Bezig,Adèle Bloemendaal,1969,['Pop'],Accepted,Netherlands,['Schlager']
No Artist - The Story Of Adele H. - Radio Spots,No Artist,1973,"['Non-Music', 'Stage & Screen']",Accepted,US,"['Movie Effects', 'Promotional']"
"Adele Berntzen, Margaret Bird, Edward Goldsmith - Adele And Margaret Sing A Galaxy Of Songs",Adele Berntzen,1979,"['Folk, World, & Country']",Accepted,UK,
Adèle Bloemendaal - Lena Is Weer Bezig,Adèle Bloemendaal,1969,['Pop'],Accepted,Netherlands,['Schlager']
Adele (3) - At The BBC,Adele (3),2016,"['Jazz', 'Funk / Soul', 'Blues', 'Pop']",Accepted,UK,"['Soul-Jazz', 'Smooth Jazz', 'Rhythm & Blues']"
Adele Bertei - Little Lives,Adele Bertei,1988,"['Rock', 'Pop']",Accepted,Europe,"['Pop Rock', 'Synth-pop']"
Adele Musset - La Vie La Belle,Adele Musset,1985,"['Funk / Soul', 'Pop']",Accepted,Unknown,
Adele* - Show Me,Adele Holness,1993,['Funk / Soul'],Accepted,UK,['UK Street Soul']
Adèle Bloemendaal - Hallelujah Kameraden / Een Reisje Langs De Rijn,Adèle Bloemendaal,1973,['Pop'],Accepted,Netherlands,['Vocal']
"Adèle Bloemendaal - Wat Heb Je Gedaan, Daan?",Adèle Bloemendaal,1972,['Pop'],Accepted,Netherlands,"['Novelty', 'Schlager']"
The Five Sharks / The Continentals - Canadian Sunset / Fine Fine Frame,The Five Sharks,1966,['Rock'],Accepted,US,['Doo Wop']
Adele* - All B 3,Adele Holness,1991,['Electronic'],Accepted,UK,['House']
Ricsta (2) Feat. Adele (3) - Be Divine,Ricsta (2),2006,['Electronic'],Accepted,UK,"['House', 'Breaks', 'Tech House']"
Adèle Bloemendaal - Zallemenut (Nog 'N Keertje Overdoen),Adèle Bloemendaal,1973,['Pop'],Accepted,Netherlands,"['Novelty', 'Schlager']"
Adele (3) / Lena* - Rolling In The Deep / Taken By A Stranger ,Adele (3),0,"['Funk / Soul', 'Pop']",Accepted,Europe,"['Vocal', 'Neo Soul']"
A Del* - Hometown Glory (Axwell Remixes),Adele (3),2008,['Electronic'],Accepted,UK,"['House', 'Progressive Trance']"
The Pogues - A Pair Of Brown Eyes,The Pogues,1985,['Rock'],Accepted,UK,"['Folk Rock', 'Punk']"
Nikoël - Think About Funk / Kortex,Nikoël,2004,['Electronic'],Accepted,France,"['Hard House', 'Jumpstyle']"
Jellybean* Featuring Adele Bertei - Just A Mirage,"John ""Jellybean"" Benitez",1988,['Electronic'],Accepted,UK,"['House', 'Disco']"
Adele Bertei - When It's Over,Adele Bertei,1985,['Electronic'],Accepted,UK,['Synth-pop']
Ben Shaw Feat. Adele Holness - So Strong,Ben Shaw,2001,['Electronic'],Accepted,UK,['Deep House']
Jellybean* Featuring Adele Bertei - Just A Mirage,"John ""Jellybean"" Benitez",1988,['Electronic'],Accepted,US,['Hi NRG']
Adele (3) - At The BBC,Adele (3),2016,"['Jazz', 'Funk / Soul', 'Blues', 'Pop']",Accepted,UK,"['Smooth Jazz', 'Soul-Jazz', 'Rhythm & Blues']"
Adèle Bloemendaal - Vaders Fanfare,Adèle Bloemendaal,1974,"['Folk, World, & Country']",Accepted,Netherlands,
Louis Cormier - Big Woods Two-Step / Aunt Adele's Waltz,Louis Cormier,0,"['Folk, World, & Country']",Accepted,US,['Cajun']
